IPV4_SRC_ADDR,IPV4_DST_ADDR,L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,FLOW_DURATION_MILLISECONDS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,FLOW_START_MILLISECONDS,FLOW_END_MILLISECONDS,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV
192.168.6.123,192.168.6.225,63708,3851,6,0,44,40,1,1,0,22,2,20,0,0,57,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,50800,6,0,44,40,1,1,0,22,2,20,0,0,48,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,1233,6,0,44,40,1,1,0,22,2,20,0,0,49,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,1352,6,0,44,40,1,1,0,22,2,20,0,0,50,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,7911,6,0,44,40,1,1,0,22,2,20,0,0,40,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,6567,6,0,44,40,1,1,0,22,2,20,0,0,46,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,9101,6,0,44,40,1,1,0,22,2,20,0,0,44,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,10025,6,0,44,40,1,1,0,22,2,20,0,0,42,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,8093,6,0,44,40,1,1,0,22,2,20,0,0,52,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
192.168.6.123,192.168.6.225,63708,2920,6,0,44,40,1,1,0,22,2,20,0,0,41,64,58,54,40,44,0,0,0,0,0,0,0,0,2,0,0,0,0,1024,0,0,0,0,0,0,0,1.77623E+12,1.77623E+12,0,0,0,0,0,0,0,0
